longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.05,39.6,34,2051,342.0,958,322,2.8466,95300
-122.28,37.86,52,3007,691.0,1582,636,2.5652,157700
-117.17,32.81,26,2424,388.0,974,375,4.739,184100
-122.26,37.53,4,5233,1109.0,1690,907,6.2007,311800
-118.3,34.26,43,1510,310.0,809,277,3.599,176500
-121.94,37.53,33,2095,342.0,941,304,5.761,259600
-120.3,37.97,17,3243,619.0,1408,566,2.474,120100
-118.1,33.83,36,1408,250.0,702,251,4.875,222500
-118.09,33.92,36,1226,211.0,711,219,4.5699,170800
-121.86,37.31,24,1939,652.0,1808,625,2.2259,112500
-118.3,34.01,35,1147,290.0,818,281,1.7961,111700
-121.87,37.42,19,12128,2112.0,6810,2040,6.4419,264500
-119.01,35.39,29,1820,459.0,1134,419,1.8289,59400
-119.71,36.82,12,2144,568.0,1320,566,2.3381,112500
-121.41,38.59,17,12355,3630.0,5692,3073,2.5245,99100
-121.45,38.49,34,3573,662.0,1540,620,3.5323,109800
-120.65,35.48,19,2310,471.0,1341,441,3.225,166900
-122.7,38.23,47,2090,387.0,1053,377,3.5673,310300
-117.75,33.64,9,2499,492.0,1111,542,5.5342,182300
-117.38,33.21,31,1502,367.0,1514,342,2.6442,103300
-122.38,40.54,36,1216,240.0,647,228,2.6944,75300
-121.84,37.26,5,1808,340.0,825,339,5.0509,184800
-122.74,38.47,16,1426,287.0,525,260,3.0714,161700
-122.44,37.71,31,2370,441.0,1524,470,5.0201,264100
-122.07,37.35,35,1579,210.0,570,196,8.5888,500001
-122.43,37.8,52,2520,649.0,959,607,5.7934,500001
-118.11,34.1,49,2812,478.0,1329,490,5.2503,292900
-122.08,39.25,52,224,38.0,120,45,3.017,112500
-117.51,33.95,12,9016,1486.0,4285,1457,4.9984,169100
-122.17,37.74,46,1026,226.0,749,225,3.0298,107600
-122.19,37.83,28,1326,184.0,463,190,8.2049,335200
-115.57,32.78,29,2321,367.0,1173,360,4.0375,86400
-119.78,36.86,8,3468,675.0,1604,626,4.2071,128300
-119.72,36.81,15,2175,564.0,1194,482,2.6767,87500
-121.33,37.97,38,3166,575.0,1351,561,3.5404,91600
-118.34,33.87,34,1069,217.0,601,212,4.6406,255900
-120.8,35.33,20,2200,393.0,996,365,3.587,330000
-117.47,33.94,34,2086,417.0,1501,395,3.2311,105600
-118.07,33.97,36,1887,370.0,1006,329,3.1554,170700
-117.35,33.17,36,1977,423.0,812,387,3.625,198000
-120.47,37.28,19,1548,319.0,1227,309,1.7756,73300
-117.96,33.79,29,1813,501.0,1170,482,2.0677,214500
-118.14,33.96,38,590,139.0,620,132,2.1731,143800
-122.29,38.31,25,4927,1005.0,2756,998,2.7325,162900
-117.59,33.4,22,3167,743.0,1797,642,4.0076,252100
-122.35,40.56,16,2801,614.0,1695,563,1.9,81600
-118.18,33.96,20,427,118.0,402,105,1.4167,137500
-122.43,37.73,52,1583,347.0,935,341,4.6786,263200
-121.34,36.76,15,2638,429.0,1289,357,4.1528,336800
-117.7,33.48,10,3458,638.0,1156,470,6.3579,336700
-118.23,33.96,42,1977,570.0,2406,557,2.5913,151600
-122.26,37.5,24,2307,510.0,842,507,3.6111,341500
-118.26,34.05,52,58,52.0,41,27,4.0972,500001
-121.99,37.31,26,3285,502.0,1443,530,5.7833,339600
-122.6,38.0,21,2198,462.0,1100,449,4.1098,246600
-120.44,37.31,21,6911,1341.0,3967,1297,3.0515,95200
-118.21,33.94,34,892,318.0,1443,341,2.1903,162500
-117.19,33.18,7,3561,722.0,1921,657,4.1128,209700
-118.25,34.23,41,1979,496.0,1157,459,4.4083,217700
-121.29,38.68,12,5098,1094.0,2029,1065,3.5444,132500
-120.44,34.93,16,2098,558.0,1252,492,2.1509,67500
-122.24,38.11,52,2111,310.0,772,323,4.775,148200
-118.42,34.24,17,2049,548.0,2243,541,2.525,163700
-118.08,33.91,36,1551,297.0,1100,322,5.1187,168100
-119.66,36.32,24,2652,568.0,1532,445,2.3256,56800
-121.47,38.63,29,2197,520.0,1374,483,2.1889,69300
-122.07,37.63,27,2784,723.0,2028,693,2.4808,157600
-118.1,33.98,33,1927,482.0,1623,479,3.5268,152000
-117.24,33.77,9,6907,1379.0,3665,1290,2.8401,104200
-118.56,34.37,23,3927,728.0,1984,707,4.8536,202600
-118.19,33.97,34,2700,763.0,2815,767,2.4196,178400
-121.36,38.0,17,4535,762.0,1562,743,5.3224,225800
-121.23,38.66,19,3243,546.0,1334,515,4.8088,169500
-117.11,32.67,43,515,146.0,445,140,1.6094,93000
-121.94,37.54,31,2537,382.0,1067,410,6.7599,356000
-118.53,34.44,19,1285,195.0,650,193,6.0398,217800
-117.12,32.95,8,3670,536.0,1723,592,6.3542,218100
-122.19,37.71,36,361,69.0,158,58,5.5461,262500
-122.18,37.77,52,1748,362.0,1029,366,2.0556,100000
-121.53,39.44,26,1340,255.0,662,239,2.6071,57100
-122.09,37.91,18,9576,1455.0,3486,1380,7.0895,306900
-120.43,34.96,24,2739,414.0,1171,413,4.8155,162900
-118.53,34.21,18,3124,796.0,1855,725,2.9389,213200
-118.14,33.84,45,1908,361.0,890,342,4.575,336000
-122.13,37.72,25,1134,153.0,340,171,6.5095,371200
-122.48,38.32,42,2106,533.0,1141,445,3.1129,149300
-118.3,33.93,36,2196,633.0,2017,583,1.3962,124300
-121.29,36.9,17,3610,593.0,1734,559,5.8324,374200
-120.97,37.73,19,3725,543.0,1412,463,5.7476,248600
-118.44,34.28,46,11,11.0,24,13,2.875,162500
-121.86,37.4,21,1386,260.0,946,257,6.5226,258500
-122.16,38.9,33,1221,236.0,488,199,3.7574,92700
-117.6,34.02,16,2103,348.0,1305,356,5.2849,160400
-121.85,37.35,29,3515,807.0,3572,776,2.7562,160100
-122.41,37.76,52,492,139.0,316,168,3.0865,225000
-118.0,33.88,28,1624,289.0,755,280,4.7083,268100
-119.73,34.43,27,1448,404.0,978,338,2.303,261000
-121.78,37.67,26,2211,344.0,1024,321,5.2649,199800
-118.61,34.23,26,3727,572.0,1724,530,6.1419,327300
-122.11,37.67,36,2110,389.0,952,370,3.8,187500
-119.85,36.8,14,4177,914.0,2300,867,2.9565,73000
-121.38,38.58,38,2968,475.0,1176,454,5.0497,191700
-120.43,34.7,26,2353,389.0,1420,389,3.87,125800
-122.45,37.78,48,1013,194.0,464,205,3.2011,428300
-122.18,37.72,45,1498,313.0,1003,305,3.8047,156700
-118.4,33.87,40,1679,372.0,719,385,6.435,479500
-119.73,36.59,31,1551,296.0,1058,287,3.3438,92600
-121.69,39.36,34,842,186.0,635,165,1.8355,63000
-117.68,33.57,2,10008,1453.0,3550,1139,10.1122,500001
-118.42,34.23,33,2478,457.0,1567,446,5.6629,186700
-119.83,36.37,25,1549,269.0,819,272,2.7159,101400
-119.7,36.81,32,2623,528.0,1570,492,2.7159,68000
-122.2,37.43,40,2223,412.0,1050,417,5.2421,444500
-120.7,35.14,17,5805,1097.0,1919,932,3.5352,357800
-124.06,40.88,12,2087,424.0,1603,438,2.5667,139500
-122.41,37.76,52,2064,496.0,1726,466,3.4028,233300
-120.02,36.8,25,1270,255.0,1050,245,2.1618,55300
-118.34,34.07,52,3175,1057.0,1594,997,3.1766,225000
-115.52,32.98,21,1302,327.0,1244,316,2.2054,66400
-121.33,38.0,14,3731,772.0,1679,750,3.1369,119600
-117.07,32.75,14,3073,851.0,2000,782,2.3824,144700
-117.98,33.81,28,3528,816.0,2304,764,2.582,181800
-121.46,38.56,52,907,180.0,479,177,2.2125,104000
-118.37,34.05,48,1266,234.0,539,222,4.005,275000
-122.19,37.77,42,932,254.0,900,263,1.8039,92300
-122.44,37.77,52,2994,736.0,1428,700,3.0766,438900
-121.31,37.96,52,2654,468.0,1157,494,3.226,107600
-119.35,36.16,21,2751,602.0,1496,489,2.3882,49200
-119.29,36.34,35,1235,369.0,1246,341,1.474,71000
-117.13,32.75,24,1877,519.0,898,483,2.2264,112500
-121.53,39.08,15,1810,441.0,1157,375,2.0469,55100
-117.91,33.91,24,2249,379.0,1015,385,4.9766,267100
-118.55,34.17,36,2127,297.0,761,274,7.8392,500001
-118.35,34.27,32,604,108.0,314,113,6.2037,205400
-116.97,32.76,26,2460,313.0,838,299,5.9878,270700
-122.2,37.84,30,2211,346.0,844,343,6.0666,311500
-117.87,33.7,17,3216,607.0,1916,618,4.9153,266400
-123.53,40.88,20,2680,599.0,918,345,2.2115,75000
-118.27,33.95,29,1579,351.0,1056,322,2.3056,98500
-122.18,37.89,18,4845,735.0,1634,734,8.1489,499000
-120.64,35.26,21,3298,716.0,1862,687,2.1507,221500
-118.14,33.97,31,2064,612.0,2461,573,2.0524,160800
-120.45,34.86,23,3415,778.0,1492,633,2.2791,114800
-118.23,35.48,17,2354,514.0,775,380,1.8369,59400
-118.34,33.9,36,1158,219.0,628,253,4.7426,242700
-118.05,33.83,24,4316,678.0,2286,665,5.7018,286700
-117.11,32.8,17,3890,586.0,2791,595,3.2197,67500
-117.9,33.71,16,4208,630.0,2592,662,6.1966,260500
-118.39,33.89,40,826,143.0,389,147,7.1845,438100
-119.75,34.45,26,3578,677.0,1504,618,4.1375,395000
-119.02,37.64,14,5919,1278.0,265,112,3.2431,221400
-118.25,33.88,37,1027,217.0,1042,254,2.2121,98600
-118.17,34.1,48,2514,595.0,2484,601,3.1146,142500
-118.0,33.91,19,5166,770.0,2374,753,5.979,285200
-122.1,37.39,36,1860,367.0,794,366,5.0871,354500
-117.57,33.88,35,1755,446.0,1453,428,2.316,119400
-117.92,34.03,35,1469,306.0,1285,308,3.9219,159500
-118.6,37.39,19,2682,518.0,1134,399,3.2132,166000
-117.04,32.64,5,2329,542.0,1213,514,4.0298,225600
-117.21,32.83,35,2259,501.0,1340,511,3.4482,162500
-117.96,33.83,18,2067,770.0,870,541,3.1315,137500
-117.99,33.98,18,8399,1144.0,3727,1107,6.9695,360400
-122.12,37.68,37,2412,394.0,975,375,4.0417,191100
-118.2,33.89,37,2394,568.0,2499,551,2.5321,105100
-118.36,33.81,34,2211,502.0,1113,488,4.7026,356800
-121.83,37.36,29,4045,885.0,3036,845,3.1982,171700
-118.0,33.87,13,2086,544.0,1356,462,2.95,165600
-122.58,37.98,52,1180,216.0,467,197,4.9615,292200
-121.87,39.74,7,1737,290.0,747,265,3.9,147000
-118.52,34.22,35,1275,222.0,959,226,5.0282,195400
-121.84,37.25,25,5939,989.0,3275,954,5.6488,234600
-115.32,32.82,34,591,139.0,327,89,3.6528,100000
-117.82,33.89,24,2168,421.0,1050,397,4.6172,238300
-122.49,37.78,52,3440,722.0,1663,665,3.0278,356300
-118.47,34.0,28,1259,302.0,668,280,4.2813,384400
-117.41,34.24,20,1160,181.0,543,188,5.2072,164300
-117.26,34.53,10,3103,520.0,1283,464,3.071,151600
-117.26,32.95,34,1651,273.0,650,271,5.6582,500001
-118.28,34.03,25,1407,550.0,1193,472,1.2989,225000
-118.24,34.12,29,2904,892.0,3320,765,2.6111,168800
-118.15,33.98,37,1184,290.0,1320,276,2.3,165600
-118.28,34.03,41,1933,791.0,3121,719,1.8539,147500
-121.3,38.6,32,9534,1819.0,4951,1710,3.3926,103400
-118.21,34.08,39,986,361.0,1347,299,2.2907,133900
-118.4,33.97,37,1364,248.0,494,242,4.6364,456300
-118.04,34.12,30,2170,318.0,984,309,5.6916,500001
-118.12,33.8,36,1257,205.0,530,211,5.3701,251400
-120.08,36.79,38,1446,285.0,928,255,2.9808,89600
-122.73,38.43,29,2677,691.0,1880,664,2.1864,143200
-121.95,36.59,22,3553,530.0,1108,441,5.8505,417100
-122.29,37.87,50,1829,536.0,1129,516,2.6684,185600
-121.83,37.02,22,1903,350.0,760,322,2.9559,288400
-117.91,33.82,29,1444,326.0,1038,271,2.3843,182900
-117.06,32.76,36,2785,577.0,1275,527,2.3015,156800
-121.36,38.01,16,2178,667.0,1192,579,2.3339,87100
-120.96,37.64,36,60,12.0,51,14,3.625,67500
-122.0,37.28,33,2170,311.0,854,303,8.3605,500001
-117.18,33.16,15,5923,1206.0,3943,1006,3.1793,159900
-120.04,39.27,24,2237,491.0,264,95,4.1364,154500
-122.18,37.75,45,990,261.0,901,260,2.1731,82000
-118.39,33.71,18,1193,233.0,475,228,7.5594,500001
-121.29,37.95,16,761,306.0,438,282,0.7714,87500
-118.31,33.96,52,2523,460.0,1167,413,3.0625,127400
-121.3,38.0,23,3706,1106.0,3785,1019,1.7774,100000
-122.24,37.76,52,1846,471.0,827,446,2.6833,240900
-118.1,34.65,33,873,177.0,425,142,2.67,187500
-121.95,37.25,30,3298,634.0,1532,602,5.0863,332000
-117.88,33.73,36,2471,498.0,2594,475,3.75,170500
-115.85,34.2,34,3868,1257.0,890,423,1.3571,41000
-118.13,33.77,37,4365,926.0,1661,868,5.3046,360700
-122.36,38.41,18,1808,400.0,968,370,3.7067,175000
-116.98,33.83,15,2228,472.0,653,350,2.683,139300
-121.83,37.99,18,2741,449.0,1507,460,4.7566,142500
-122.45,37.77,52,2296,509.0,1039,472,4.1417,500000
-120.6,37.35,34,1722,316.0,904,315,2.4653,66100
-117.4,34.08,21,3622,667.0,2503,720,3.8531,105400
-117.65,33.49,16,2223,454.0,628,382,4.3603,248800
-121.58,39.16,36,1206,197.0,537,204,3.3611,79800
-119.8,36.74,25,1717,542.0,1343,471,0.799,51800
-117.74,33.85,4,5416,820.0,1753,583,6.9544,314000
-122.07,37.59,15,3475,686.0,2568,653,4.6211,151400
-119.71,36.76,28,2675,527.0,1392,521,2.3108,72000
-118.16,33.97,31,1363,428.0,1897,364,2.3929,191100
-118.43,34.16,34,2622,467.0,1233,476,4.0474,379700
-122.55,38.07,38,3392,709.0,1894,713,3.0573,350800
-119.74,36.73,34,1254,272.0,1056,279,2.3269,50800
-119.01,35.24,6,80,16.0,66,21,3.125,65000
-121.93,36.6,33,3455,683.0,1704,663,4.0154,225700
-118.26,34.16,18,1775,525.0,950,522,3.5417,177100
-117.61,34.01,25,352,41.0,99,34,3.9696,500000
-120.02,38.91,22,2138,493.0,829,330,2.2056,107200
-121.2,38.69,26,3077,607.0,1603,595,2.7174,137500
-119.01,35.31,19,7092,1517.0,4101,1436,2.1006,74800
-122.25,37.5,45,1812,336.0,752,329,4.95,345000
-118.25,33.8,36,1697,394.0,1274,396,3.35,163100
-115.9,32.69,18,414,86.0,98,54,1.5417,57500
-122.27,37.83,49,1655,366.0,754,329,1.375,104900
-118.3,34.06,20,1782,896.0,1749,823,2.2094,75000
-118.36,33.91,36,2064,474.0,1366,421,4.1,243100
-118.15,33.85,30,4071,1067.0,2144,970,2.7268,218100
-118.23,34.65,17,1827,348.0,766,335,3.5673,136300
-121.42,38.61,34,1126,256.0,589,243,2.1776,84400
-117.82,33.89,21,3079,509.0,1431,480,4.0714,278900
-122.89,39.42,16,411,114.0,26,19,0.4999,73500
-121.14,37.48,6,1772,332.0,1011,331,3.7045,128100
-122.42,37.8,52,3321,1115.0,1576,1034,2.0987,458300
-121.82,37.29,16,2085,394.0,1705,391,5.0225,222800
-121.9,37.44,4,1646,408.0,853,410,5.0821,265500
-119.19,34.3,25,2197,320.0,934,330,6.311,283200
-118.45,34.17,21,2152,527.0,996,470,3.2386,277300
-122.32,37.57,52,499,148.0,318,145,2.9934,256300
-119.34,36.2,12,1632,378.0,1303,315,2.0333,54400
-117.15,33.2,16,2690,459.0,1253,393,4.0328,294600
-118.29,34.03,22,3313,1235.0,2381,1063,0.7473,168800
-117.83,33.66,4,1011,198.0,511,198,7.9217,296200
-121.51,38.51,33,2918,439.0,1085,427,5.5208,171300
-117.96,33.82,29,2176,468.0,1632,428,3.707,180400
-117.96,33.65,24,4462,689.0,1943,712,5.7395,289800
-118.27,34.02,39,2004,633.0,3050,621,1.875,127300
-117.15,32.74,43,2383,607.0,962,587,2.2578,263600
-118.57,34.27,20,7384,845.0,2795,872,9.6047,500001
-117.13,32.58,32,1870,437.0,1142,426,2.3194,159400
-122.06,37.65,33,1227,286.0,848,291,3.8036,158200
-122.44,37.72,52,2890,571.0,1769,541,3.8274,252000
-117.89,33.86,28,1395,398.0,1220,362,3.3008,193800
-117.77,34.11,28,1998,414.0,1124,389,3.75,180900
-121.88,37.33,45,1192,371.0,1084,345,2.8594,205900
-116.05,33.33,17,290,94.0,135,57,1.7292,81300
-118.43,34.06,11,3184,641.0,911,463,7.2675,500001
-118.32,33.77,37,627,95.0,259,106,6.887,500001
-121.03,37.66,31,887,217.0,614,199,2.1528,75500
-119.33,36.32,16,3331,839.0,1955,763,1.6148,86600
-118.21,34.04,47,1325,393.0,1557,352,2.8,148400
-118.19,33.91,33,915,225.0,826,212,2.7708,117400
-120.9,37.64,26,1762,418.0,855,308,1.6767,81300
-121.44,38.51,27,7212,1606.0,4828,1549,2.214,82400
-122.23,39.95,21,2087,382.0,888,361,2.207,86400
-117.98,33.65,18,1027,206.0,436,180,4.2159,211300
-117.88,33.77,31,2549,355.0,1044,362,6.9737,288800
-117.17,32.8,20,2827,554.0,1822,536,3.4706,157600
-121.13,38.55,8,530,109.0,398,96,4.2031,212500
-118.28,34.24,29,3390,580.0,1543,576,5.6184,316900
-118.38,33.87,21,4151,1018.0,2054,925,4.9821,292900
-122.4,37.78,52,464,202.0,286,148,1.6125,112500
-121.45,38.57,48,1962,356.0,704,362,3.5313,147900
-119.82,34.44,28,1992,531.0,1622,509,2.7689,228200
-118.04,33.78,26,3642,557.0,1623,569,5.8426,259400
-121.09,37.61,42,1787,296.0,921,287,3.8864,171400
-118.17,34.68,13,5341,773.0,2288,724,6.6772,185600
-122.27,37.8,10,105,42.0,125,39,0.9722,137500
-117.75,33.95,13,984,127.0,364,119,7.5839,426900
-118.27,34.08,35,1147,365.0,1016,296,2.3913,198800
-117.89,33.99,22,3272,618.0,1784,591,4.0324,211300
-122.14,37.88,34,6986,1096.0,2865,1124,6.2275,394400
-120.27,36.29,11,1337,412.0,1376,318,2.4398,87500
-118.99,35.35,27,1615,355.0,1380,332,1.6632,49800
-118.43,34.14,44,1693,239.0,498,216,10.9237,500001
-117.9,34.13,5,1126,316.0,819,311,1.5,139800
-118.3,33.83,33,2716,660.0,1807,661,3.5473,226300
-117.1,32.75,21,2063,609.0,1686,558,1.4828,94800
-118.11,34.1,20,3090,802.0,2109,738,3.3801,192500
-119.14,36.06,32,1838,441.0,1628,425,1.6452,41500
-118.27,33.98,39,2062,588.0,1933,570,1.3801,97000
-118.13,33.84,46,2439,429.0,944,374,4.2841,312400
-122.02,38.38,16,808,137.0,371,145,6.0767,216400
-118.29,33.87,32,1700,340.0,864,317,4.381,238700
-122.88,38.34,20,3404,628.0,1641,585,5.0574,276200
-121.61,39.13,21,1432,328.0,933,336,1.6823,83800
-122.59,38.44,14,1665,390.0,505,348,3.183,201200
-118.4,33.97,38,1089,174.0,502,180,7.5953,434800
-121.04,37.69,5,9601,1639.0,4449,1575,4.5332,195500
-119.0,35.36,40,850,227.0,764,186,0.9407,43600
-117.34,34.12,26,1008,164.0,568,196,3.3516,105600
-116.76,32.74,14,4085,751.0,2129,688,4.7367,214500
-118.3,33.8,8,1115,412.0,1472,396,3.1392,146200
-118.35,33.89,25,1769,440.0,1371,414,3.0833,232700
-121.97,37.44,17,127,28.0,219,22,4.5179,112500
-118.11,34.01,22,1141,332.0,1189,321,2.2042,162500
-122.15,37.69,38,1246,221.0,637,222,3.6625,184600
-118.39,34.23,43,1193,299.0,1184,320,2.1518,161600
-121.04,39.22,14,1889,471.0,853,399,2.25,112500
-117.64,34.04,21,1801,507.0,2556,484,2.4716,102500
-119.87,36.79,7,1932,419.0,1014,389,3.0938,76700
-121.29,38.0,4,1392,322.0,1784,309,2.375,124500
-118.17,33.77,36,2933,881.0,2077,838,2.2538,181300
-119.69,36.79,5,2613,476.0,1490,481,4.0993,83000
-118.36,33.89,40,756,122.0,371,130,5.0299,329200
-118.2,33.91,43,1381,278.0,1494,298,3.5878,118400
-115.56,32.79,18,1178,438.0,1377,429,1.3373,58300
-121.33,38.02,33,2854,489.0,1109,452,4.3008,136400
-122.57,38.11,24,2863,734.0,1583,682,3.1981,215300
-121.94,37.42,16,3936,788.0,1910,769,4.7049,112500
-122.22,37.81,52,2024,339.0,756,340,4.072,270100
-118.4,33.9,37,2458,400.0,920,375,7.8924,500001
-119.55,36.51,46,55,11.0,26,5,4.125,67500
-122.41,37.73,42,2604,573.0,1703,507,3.4231,230200
-118.06,34.0,34,5002,917.0,2597,893,3.9243,219800
-122.52,37.96,35,2012,346.0,818,352,5.2818,331000
-117.13,34.17,17,1181,271.0,248,114,5.5762,150000
-121.25,38.05,25,1967,362.0,1035,361,3.5735,106800
-122.13,37.41,36,4787,900.0,2039,890,5.4063,440900
-117.89,33.72,25,4343,847.0,3872,850,4.65,197800
-122.37,37.56,21,7189,874.0,2440,846,11.6833,500001
-117.21,34.13,31,3037,565.0,1834,575,3.3445,92900
-121.5,38.54,44,1167,201.0,452,209,3.7344,179800
-118.53,34.23,27,2131,543.0,1065,528,3.2404,230400
-122.13,37.43,32,4398,878.0,1799,792,4.7375,431900
-117.16,32.79,32,1731,413.0,1569,427,3.3375,154300
-120.27,37.12,17,3328,628.0,1580,619,2.9861,81500
-118.41,34.0,18,1307,441.0,884,456,2.9338,276300
-117.93,34.07,36,1207,209.0,683,213,5.3559,207300
-122.44,37.8,52,1724,412.0,540,319,4.2857,500001
-122.4,40.71,22,2390,484.0,1131,452,2.1458,84700
-121.87,37.27,18,3561,560.0,1753,553,5.0292,269400
-121.0,37.64,43,311,95.0,293,94,1.2902,67500
-117.2,34.13,14,3998,711.0,1509,665,3.4138,126700
-117.97,34.05,33,2028,422.0,1727,371,2.8438,157600
-120.48,39.66,32,1516,289.0,304,131,1.8839,71000
-118.39,34.08,52,3759,464.0,1407,422,15.0001,500001
-118.43,34.24,35,1416,261.0,995,272,3.7143,178700
-122.03,37.95,14,3287,793.0,1601,716,3.1719,220500
-117.89,34.13,34,2159,386.0,1443,385,4.1995,147400
-122.52,37.92,47,793,163.0,334,151,5.8509,317800
-122.08,38.3,2,6718,858.0,2012,654,6.8872,305200
-120.96,37.61,23,3497,887.0,2467,816,1.9444,93400
-118.31,33.93,43,1834,292.0,997,295,4.9464,150300
-116.97,32.78,37,1255,238.0,671,278,3.7019,138600
-122.06,36.96,52,65,17.0,24,10,4.5,258300
-117.7,33.6,16,2092,489.0,877,392,3.0461,216900
-122.34,40.32,12,3848,689.0,2008,683,2.6352,92200
-120.64,35.15,7,7922,1442.0,2863,1197,4.849,275000
-121.49,38.52,37,1902,413.0,955,384,3.1014,96800
-118.41,33.99,39,3014,822.0,3212,777,1.1985,215000
-117.38,33.98,10,642,176.0,462,186,2.1528,162500
-118.59,34.21,34,2389,521.0,1560,514,4.8333,225400
-122.56,38.09,17,9614,2123.0,4684,2060,4.1705,209800
-117.76,34.05,36,3839,1004.0,4711,942,2.3859,116200
-119.31,34.44,5,403,48.0,208,54,12.632,500001
-118.37,33.77,26,6339,876.0,2540,880,10.1447,500001
-121.3,38.02,16,2717,621.0,3343,643,2.5473,106300
-117.01,32.75,34,2105,340.0,973,357,4.3088,152500
-119.65,36.51,30,1671,319.0,966,282,3.1333,100000
-117.11,32.76,29,2030,545.0,1014,518,2.2409,114200
-122.64,38.01,36,1199,232.0,551,229,3.7321,266700
-118.4,34.41,22,4443,560.0,1573,496,10.0285,500001
-117.99,33.72,17,2801,649.0,1473,535,4.2875,134800
-117.32,34.19,6,1068,182.0,999,188,4.7222,109000
-122.35,37.57,52,2059,345.0,800,308,4.97,500001
-118.04,34.11,37,1275,177.0,598,174,7.1885,500001
-119.18,34.2,21,494,127.0,489,106,2.6964,170800
-122.1,37.65,31,1797,327.0,796,319,4.4427,204500
-122.04,37.3,25,2366,417.0,1076,398,6.9238,345900
-116.31,33.67,11,4686,851.0,2466,731,3.3333,91800
-118.13,33.86,37,2259,425.0,1183,413,5.1805,201600
-122.69,39.04,9,254,50.0,66,29,2.7639,112500
-118.16,34.01,37,690,261.0,952,255,1.6354,158900
-120.81,38.74,29,2259,482.0,1099,463,2.3314,121600
-121.3,38.04,8,2668,447.0,1713,444,4.0156,117600
-122.34,37.96,15,6487,1717.0,3408,1560,2.1991,133300
-117.97,34.13,33,2038,473.0,1546,469,3.4777,144500
-121.89,37.67,19,2034,288.0,852,295,6.5285,300400
-119.43,36.55,27,1621,323.0,882,324,2.75,93500
-117.72,34.02,17,1781,262.0,860,256,6.5958,236800
-119.18,34.28,17,4526,717.0,2088,655,5.6885,268200
-118.12,34.12,52,2907,317.0,956,279,15.0001,500001
-122.33,37.56,34,6394,1619.0,2400,1496,3.4902,500001
-121.93,37.3,16,1111,226.0,317,199,2.7153,233300
-118.32,33.79,32,2381,467.0,1264,488,4.1477,315100
-118.19,33.9,32,2762,652.0,2677,632,2.5719,105600
-121.73,36.86,28,827,178.0,703,144,4.4271,175700
-117.7,33.64,15,5743,773.0,2380,773,8.1926,326600
-117.1,32.68,47,771,224.0,637,212,2.0156,90300
-121.65,36.7,29,4964,1056.0,2773,1036,3.0827,148100
-117.93,33.85,33,2489,546.0,1857,444,2.9474,178400
-118.36,34.08,52,1902,488.0,848,478,2.9621,175000
-117.81,33.66,20,2851,490.0,1192,463,5.8752,274200
-118.86,34.22,26,1775,295.0,1004,323,5.5845,251700
-118.22,34.06,34,1083,364.0,1132,338,2.2344,153100
-118.45,34.15,20,3876,799.0,1334,753,4.5656,478400
-118.48,34.03,39,1530,401.0,1074,375,3.5076,381800
-122.05,37.54,25,4209,731.0,2568,703,5.2882,223100
-117.88,33.78,26,3141,670.0,1572,724,3.3472,237400
-122.7,38.33,26,1584,295.0,846,295,3.375,156300
-118.31,34.16,38,2347,665.0,1317,547,3.2112,349300
-118.32,33.96,47,1885,361.0,954,357,3.8512,171300
-122.73,38.46,14,2324,754.0,1026,677,1.722,150000
-117.93,34.06,28,3342,688.0,2210,647,3.4596,202800
-122.29,37.91,40,2085,329.0,796,339,5.5357,273700
-118.14,34.06,39,2390,444.0,1246,422,3.7857,245700
-117.17,34.49,13,4460,925.0,2225,840,2.0136,94100
-118.38,33.95,29,1821,588.0,1397,523,2.5833,187500
-120.39,34.52,40,2162,395.0,1010,332,2.5667,239300
-118.47,34.42,17,913,228.0,530,201,3.038,238500
-122.61,37.99,40,7737,1488.0,3108,1349,4.4375,289600
-122.05,37.96,35,2190,384.0,1154,401,3.8456,159800
-120.45,34.91,16,712,147.0,355,162,2.56,150000
-118.05,33.99,42,2480,401.0,1085,438,5.193,263400
-118.27,34.01,35,1193,355.0,1784,341,1.8652,116100
-122.1,37.61,35,2361,458.0,1727,467,4.5281,173600
-117.0,34.89,29,2637,512.0,1188,446,2.99,69400
-122.34,37.88,37,3061,930.0,2556,924,1.7375,350000
-118.14,33.93,32,2065,438.0,1075,442,4.4279,226400
-121.34,38.59,23,2912,421.0,1132,410,5.9174,225900
-117.37,34.1,10,3404,855.0,1656,675,1.6977,91300
-117.89,33.89,17,1671,192.0,678,206,13.1107,467600
